time,velocity
0.375,-2.165864175945743e-10
1.175,-2.425780228019293e-07
1.975,-1.5975262714062004e-06
2.775,-4.186523383585732e-06
3.575,-1.0304359266601867e-05
4.375,-1.5886212519352383e-05
5.175,-2.3799354174635363e-05
5.975,-2.6560572397874124e-05
6.775,-3.846735314874026e-05
7.575,-4.6796129173688846e-05
8.375,-6.533190226753498e-05
9.175,-7.557178602499706e-05
9.975,-7.230694588763941e-05
10.775,-0.00010134698751896615
11.575,-6.367399544636245e-05
12.375,-0.0001365814469321061
13.175,-0.00040965808090340824
13.975,-0.001099254462633339
14.775,-0.0014713406511715173
15.575,-0.00032106227872995117
16.375,0.0005960158374568607
17.175,0.0006213787414712118
17.975,0.0012469460500297658
18.775,0.0016552537727385066
19.575,0.003552940785817362
20.375,0.0005690688094000275
21.175,-0.0027965404776178386
21.975,-0.016816782319323233
22.775,-0.027451971689025183
23.575,-0.05505772680254177
24.375,-0.06870701079771499
25.175,-0.0753968367454154
25.975,-0.07869131356374036
26.775,-0.07701880702410553
27.575,-0.04837047091492436
28.375,-0.029225350097469825
29.175,-0.014088400360747374
29.975,-0.006656285922588314
30.775,-0.005515928100035183
31.575,-0.004543252048716961
32.375,-0.0021340549820360573
33.175,-0.011748923267683866
33.975,-0.06074433655194072
34.775,-0.15186435605811785
35.575,-0.26088378970869824
36.375,-0.2015688599664342
37.175,-0.0942637299549611
37.975,0.04148958213295692
38.775,0.15171002801963074
39.575,0.12124602411235554
40.375,0.04853403488591124
41.175,0.010016359727963983
41.975,0.0038336541937873036
42.775,0.0028441457202644017
43.575,0.001727155593516869
44.375,0.001598975841637016
45.175,0.006541415529811015
45.975,0.007525453148874161
46.775,0.008422073764836042
47.575,0.013961378406706009
48.375,0.026913196639577856
49.175,0.02988388721108873
49.975,0.04659623408730797
50.775,0.026311778454978788
51.575,-0.028102032526791044
52.375,-0.04895208004667795
53.175,-0.07460217063238628
53.975,-0.03419784978784832
54.775,-0.006690466566360094
55.575,-0.000990962485938167
56.375,-0.0009709972783938206
57.175,-0.0011127933499488357
57.975,-0.0013475521440491406
58.775,-0.00285893104541504
59.575,-0.012735433537875481
60.375,-0.025048104161973315
61.175,-0.03468869746939289
61.975,-0.0303045165810181
62.775,-0.0002799181137227794
63.575,0.00047851000852665326
64.375,0.002574718798548722
65.175,0.0015956247318194025
65.975,0.0028136298802284567
66.775,0.004364509938746002
67.575,5.4078143163863996e-05
68.375,-0.03362683824639212
69.175,-0.059729967594857186
69.975,-0.07301773255825549
70.775,-0.05881747467510263
71.575,-0.06680764600307808
72.375,-0.0765869193425722
73.175,-0.0923754134250174
73.975,-0.05296203766537029
74.775,0.016616875080738246
75.575,0.014581221925106315
76.375,0.008546544457614984
77.175,0.009172980865908785
77.975,-0.002592697469667083
78.775,-0.03010827869993728
79.575,-0.060037957791355456
80.375,-0.07425684018046944
81.175,-0.07323995150876955
81.975,-0.07552134788638862
82.775,-0.030427985846836748
83.575,-0.01797817021510389
84.375,-0.038350667437550875
85.175,-0.0804926782736544
85.975,-0.10590708134258835
86.775,-0.06348693795073417
87.575,-0.036155690806580626
88.375,-0.018620456798497612
89.175,0.02620922120430792
89.975,0.01774201960092608
90.775,0.012159156664686815
91.575,0.0068024324573070696
92.375,0.0052417191475168795
93.175,0.0012037972104062232
93.975,-0.003602240636574948
94.775,-0.0007479913393850659
95.575,-0.003664433304857581
96.375,-0.0028235612156743803
97.175,-0.003069897176829249
97.975,-0.00388387149427547
98.775,-0.005917449806370121
99.575,-0.009654245836719552
100.375,-0.011718625807201634
101.175,-0.020751763269899755
101.975,-0.018769800270166188
102.775,-0.017532405952853727
103.575,-0.026005601993297486
104.375,-0.04689719450560917
105.175,-0.06372014932628899
105.975,-0.03863786741912625
106.775,-0.0075355338234463776
107.575,0.010255796356513818
108.375,0.09597153575649917
109.175,0.04393761897058106
109.975,0.03132636842493879
110.775,0.0268589195476231
111.575,0.03475866175731969
112.375,0.04771385879244062
113.175,0.03648298479848082
113.975,-0.023899532285600347
114.775,-0.024127248734511567
115.575,-0.03909317904458642
116.375,-0.14146221198966022
117.175,-0.19507184109497253
117.975,-0.17390854945378384
118.775,-0.13561778026760235
119.575,-0.1163494204293731
120.375,-0.0660189812655889
121.175,-0.03230231021121651
121.975,-0.01562874049907816
122.775,-0.015734565817841436
123.575,-0.023440618635017275
124.375,-0.034903072696112196
125.175,-0.05761164313322515
125.975,-0.059492448527565994
126.775,-0.053353297680137225
127.575,-0.04117355822237508
128.375,-0.041131797977425055
129.175,-0.058193129152626234
129.975,-0.07323677789027215
130.775,-0.06730313714931532
131.575,-0.03884386770616274
132.375,-0.015384056924990914
133.175,-0.0034952137044796726
133.975,-0.0005323731967170527
134.775,-0.001396017666117927
135.575,-0.005322319991267452
136.375,-0.013288374218768443
137.175,-0.021960284044594824
137.975,-0.030577720803972308
138.775,-0.03199684848213046
139.575,-0.03027748516810459
140.375,-0.023880822329028904
141.175,-0.02249718146854822
141.975,-0.024658991780898823
142.775,-0.03237411810821793
143.575,-0.03165937604046777
144.375,-0.028008650465155393
145.175,-0.019909611800692405
145.975,-0.014671780869950534
146.775,-0.008311617378816031
147.575,-0.009735336170541953
148.375,-0.012962638808071759
149.175,-0.0051263437093959
149.975,-0.020695340174357556
150.775,-0.019068081609836217
151.575,0.00233433950929138
152.375,0.0393418167043732
153.175,0.08873219710423307
153.975,0.08432442508653773
154.775,0.16966065309748016
155.575,0.1413964612648879
156.375,0.06724643023261606
157.175,0.026683040537980537
157.975,0.014338321612643845
158.775,0.026920940694511963
159.575,0.05531496323869538
160.375,0.06720187712797132
161.175,0.09043147895417612
161.975,0.06963126689195354
162.775,0.08817353328422176
163.575,0.09349816583207901
164.375,-0.031974967019850066
165.175,-0.1164700786570542
165.975,-0.15277784509033765
166.775,-0.11199763191796876
167.575,-0.04713608117942699
168.375,-0.016771495850798977
169.175,-0.0075734054268142845
169.975,-0.0083917607574776
170.775,-0.015127004709065138
171.575,-0.03336484969660421
172.375,-0.04850231146603392
173.175,-0.0700506630082111
173.975,-0.08219984454435762
174.775,0.021971554159530417
175.575,0.08852154375961112
176.375,0.08604915240581561
177.175,0.04461331566774807
177.975,0.016483932509684437
178.775,0.006509961021002825
179.575,0.00717580902438445
180.375,0.014813243876584397
181.175,0.02010832098311729
181.975,0.020787094591790022
182.775,0.01075021251055292
183.575,-0.0007395084506787294
184.375,0.00021635852002704998
185.175,-0.0018550642985660194
185.975,0.017434765969978495
186.775,0.029667982757736754
187.575,0.06063283429816055
188.375,0.08352995760840894
189.175,0.10464718522538316
189.975,0.13947424749382764
190.775,0.2607333475722722
191.575,0.3438193559444964
192.375,0.4348132957343825
193.175,0.4491746348877963
193.975,0.3686678357864701
194.775,0.20980330445333434
195.575,0.12907728251790043
196.375,0.17652234442601034
197.175,0.29969359632340364
197.975,0.3469482267860463
198.775,0.36222205963110315
199.575,0.3198400364427185
200.375,0.19410560475815164
201.175,0.14684066171013962
201.975,0.040735258468180595
202.775,0.07273017750586376
203.575,0.039679106809688204
204.375,0.008670652065489889
205.175,0.002141455386526318
205.975,-0.011692338753734969
206.775,-0.004366552216737714
207.575,-0.006397018553617681
208.375,-0.0017583492570205869
209.175,-0.0008259876895435251
209.975,-0.0012135029342228729
210.775,-0.00045297205536753315
211.575,-0.00010770619177246255
212.375,0.0004153202937367359
213.175,0.0005428489595126787
213.975,0.0005262630078706914
214.775,0.005635667613289197
215.575,0.009907793471104943
216.375,0.02178931260082592
217.175,0.05483222094079607
217.975,0.044785540263774175
218.775,0.038282496580184046
219.575,0.03252977645470427
220.375,0.005216594087730894
221.175,0.0014367181693867317
221.975,0.004090497393812077
222.775,0.006902431271857674
223.575,0.006397413854492862
224.375,0.005067164275149485
225.175,0.0015420526617039147
225.975,0.0016687456086176985
226.775,0.007777293492928859
227.575,0.022752959003413457
228.375,0.032504905750897026
229.175,0.05206112773878132
229.975,0.05419254021808587
230.775,-0.025691719285065473
231.575,-0.07032915643698835
232.375,-0.1582823439258323
233.175,-0.14878208895660985
233.975,-0.09285647324047437
234.775,-0.03429249767800876
235.575,-0.006402401842086024
236.375,-0.0007423169628829659
237.175,-0.0005939194845222704
237.975,-0.00034016843258266464
238.775,-0.0012099783747589047
239.575,-0.00800457124746172
240.375,-0.021637422386108593
241.175,-0.04265120717259019
241.975,-0.05394346759014878
242.775,-0.034147629102556726
243.575,-0.011701038687127545
244.375,-0.005375000712913201
245.175,-0.00379155354726224
245.975,0.0018119834543972465
246.775,0.015703973683303358
247.575,0.007528858218853233
248.375,0.005531435076950987
249.175,0.010864737027471372
249.975,0.010539261924543833
250.775,0.009193701960951355
251.575,0.010188143621187916
252.375,0.00518193553502557
253.175,0.009312403443113253
253.975,0.017997320983896937
254.775,0.039548505910205936
255.575,0.03686617742210604
256.375,-0.0003545198619144982
257.175,-0.03392355535559593
257.975,-0.019113596610540105
258.775,-0.02370242134460284
259.575,-0.010027181962889157
260.375,-0.009943424514801954
261.175,-0.0055747387547426695
261.975,-0.002078392183301914
262.775,-0.002113794682287531
263.575,-0.0018183663098436794
264.375,-0.005033537863036992
265.175,-0.004887942732899889
265.975,-0.0030121769521632364
266.775,-0.0003350861482183713
267.575,-0.0007730036146043148
268.375,7.622063082303596e-05
269.175,-0.0003077308681258128
269.975,-4.1354212581400004e-05
270.775,-0.0003290267952238736
271.575,-0.0006378519343208038
272.375,-0.0004509470977111513
273.175,-0.0001540136218019065
273.975,-0.0003498446411002531
274.775,-0.00022292374207798774
275.575,-1.2173537079386932e-05
276.375,-0.010139704850832123
277.175,-0.031594327919833694
277.975,-0.025286929384912074
278.775,0.015619280207004422
279.575,0.05910599456707205
280.375,0.03742501031276585
281.175,0.02945103249207196
281.975,0.032228452248502085
282.775,0.04877536671888271
283.575,0.04568572300477903
284.375,0.061296375607204585
285.175,0.04241049689517747
285.975,0.031581217939370645
286.775,0.0401414978782596
287.575,0.06790280004827903
288.375,0.09340393871856552
289.175,0.1421943375594311
289.975,0.12892476823559146
290.775,0.102355828221117
291.575,0.043549528461900376
292.375,0.011029478166180223
293.175,0.01131285804647725
293.975,0.03316195780417215
294.775,0.0870642477695516
295.575,0.15197127950311598
296.375,0.19229639764715634
297.175,0.18189220593892946
297.975,0.15765540061998548
298.775,0.09225365282584191
299.575,0.06695220331305833
300.375,0.01896738121389734
301.175,0.006226547674390971
301.975,0.013229738356729387
302.775,0.011336726532086163
303.575,0.009041213190480625
304.375,0.0032063024516778642
305.175,-0.0053645782612215314
305.975,0.00037783311114747756
306.775,0.004814991063360859
307.575,0.01943519456147036
308.375,0.015084254435827003
309.175,0.019203501495006523
309.975,0.019085446958868293
310.775,0.03363676695296902
311.575,0.048863098227248956
312.375,0.06305510522390557
313.175,0.06096385168223904
313.975,0.054494001239988314
314.775,0.04238219854697205
315.575,0.04876363180105755
316.375,0.02829714625192478
317.175,0.02614753998075335
317.975,0.0645321149426251
318.775,0.12325729588780178
319.575,0.19932969558538086
320.375,0.17407827840081286
321.175,0.18447620288633138
321.975,0.12890437584940695
322.775,0.054173954700711166
323.575,-0.024200036578318374
324.375,-0.044346744567249075
325.175,-0.015038261912172625
325.975,-0.007183687212561406
326.775,-0.008541480592694264
327.575,-0.0039351180265280155
328.375,-0.002336727390519583
329.175,-0.010680080104306355
329.975,-0.01201276993039224
330.775,-0.008674064258358347
331.575,0.00660792316092613
332.375,0.028857732780958517
333.175,0.025334382647562943
333.975,0.033047524403765106
334.775,0.028489096852039823
335.575,0.015216090884358295
336.375,0.006516643942087181
337.175,0.001906976767407048
337.975,0.001308998585709743
338.775,0.002029340035303444
339.575,0.0038013538537777962
340.375,0.006234033319275151
341.175,0.010523128693182155
341.975,0.01938788676304609
342.775,0.01790969625358616
343.575,0.016459871120460285
344.375,-0.00035197159869732096
345.175,-0.003354427327859139
345.975,-0.01963847560534242
346.775,-0.10961911224333785
347.575,-0.061649499146994184
348.375,0.273374303662377
349.175,0.41872336325538184
349.975,0.41182063547736303
350.775,0.2567150416714442
351.575,0.09533069934648578
352.375,0.012349254103383391
353.175,0.0005299433379206393
353.975,0.004437083083484198
354.775,0.04028667839305958
355.575,0.12826187004004555
356.375,0.29241020865194245
357.175,0.3999421541007597
357.975,0.45017709380882237
358.775,0.16900674006751998
359.575,0.02131334516959087
360.375,-0.31828725370698197
361.175,-0.4008651955033266
361.975,-0.3783332763489676
362.775,-0.17909547378766966
363.575,-0.10339640161689398
364.375,-0.06497234522540712
365.175,-0.04048163162689724
365.975,-0.044654745526784584
366.775,-0.06412599504482215
367.575,-0.07042992658548466
368.375,-0.061301755529060246
369.175,-0.059031915099346265
369.975,-0.054389424195096334
370.775,-0.08611880071683051
371.575,-0.14115582797070106
372.375,-0.16765314199138806
373.175,-0.1598562598473103
373.975,-0.13322873126890764
374.775,-0.0875745037441144
375.575,-0.09496422869382488
